x,y,z
76.114,215.609,77.937
76.075,215.457,78.093
145.161,65.622,88.56
82.815,225.2,81.413
83.824,227.145,81.206
160.494,73.112,71.221
141.969,65.353,91.049
142.013,65.515,90.501
139.877,65.48,91.633
139.21,65.278,93.366
154.975,83.079,75.593
166.974,89.747,62.015
159.95,72.356,73.556
156.814,75.453,81.89
110.587,186.177,44.375
87.577,195.999,56.395
87.004,196.585,57.77
87.039,196.721,57.977
159.743,72.646,71.921
164.184,85.144,69.138
10.7,132.59,26.797
159.62,80.6,77.187
160.183,81.255,76.257
163.984,85.61,69.166
150.947,71.177,88.311
161.386,83.073,73.852
159.603,72.102,73.82
165.793,88.384,64.998
162.477,85.087,71.255
51.776,233.969,159.972
104.988,177.105,49.217
163.18,86.514,69.369
166.036,105.96,48.24
78.979,190.08,58.001
72.45,232.183,82.323
72.589,232.062,82.28
152.516,75.97,86.003
163.743,88.556,67.063
154.62,78.51,82.602
163.571,88.39,67.324
104.185,218.05,137.638
103.774,218.72,137.972
103.86,218.545,137.997
103.684,218.635,138.136
103.408,219.001,137.723
103.611,218.886,137.929
165.396,90.813,63.677
104.963,218.332,136.903
102.646,219.255,138.646
104.923,218.062,136.962
156.63,81.267,78.349
155.571,79.829,80.583
9.11,130.93,27.601
-14.722,86.188,71.72
155.683,81.718,77.96
169.353,97.015,45.21
165.849,93.712,60.589
148.931,75.246,88.553
-16.757,74.81,68.029
167.1,95.744,57.444
85.66,188.027,52.226
67.906,177.582,57.659
66.509,176.862,58.25
65.895,176.745,58.656
159.759,91.251,64.881
159.778,91.265,64.867
119.8,241.126,143.447
168.469,98.074,52.438
164.641,93.611,61.468
147.577,74.954,89.421
160.141,88.625,68.309
145.111,72.424,76.426
158.589,87.307,70.006
166.837,97.167,56.406
8.432,129.997,27.649
142.91,70.875,79.107
83.105,238.667,171.289
83.255,238.609,171.345
168.524,99.642,50.527
-22.283,88.994,53.229
151.968,81.01,77.956
142.633,70.953,79.376
147.993,77.009,86.641
-0.543,63.717,90.227
5.969,61.836,96.414
7.902,61.593,97.659
15.16,61.009,102.36
167.196,98.97,54.221
16.315,61.259,104.586
15.813,61.115,103.891
148.536,78.241,72.962
148.515,78.378,73.25
12.376,61.145,101.375
151.131,81.45,75.103
159.789,91.311,64.805
-13.449,102.419,50.888
-13.438,102.416,50.887
-13.34,102.462,50.814
151.217,81.826,74.1
142.655,72.75,92.295
152.609,83.895,66.801
162.833,95.287,60.295
142.748,73.422,79.891
151.543,82.581,71.227
153.824,85.632,68.292
7.978,129.487,27.903
145.664,77.16,85.484
145.804,77.263,79.79
155.314,87.836,66.362
156.165,89.346,52.024
144.469,76.244,88.32
50.405,199.435,115.168
50.427,199.338,115.004
51.812,200.669,115.219
50.452,199.645,113.729
52.099,200.841,115.066
50.47,199.68,114.857
50.549,200.2,113.245
50.454,199.78,113.577
51.99,200.749,115.37
161.306,95.702,59.79
156.238,90.17,63.482
155.62,89.697,53.74
157.796,92.373,61.985
143.558,76.477,85.337
141.68,74.282,82.335
155.086,89.319,61.366
155.263,89.708,60.829
155.428,90.197,60.289
73.68,193.396,55.526
9.172,127.456,24.254
158.662,71.696,73.885
141.91,75.922,88.082
139.099,72.896,84.427
168.619,105.274,39.327
155.833,91.731,58.062
139.264,73.745,85.319
110.914,167.539,38.723
100.467,198.778,57.814
134.214,68.983,87.159
139.031,74.179,92.242
84.308,239.431,167.852
111.61,181.544,46.174
113.461,177.471,27.101
158.352,71.343,74.936
111.463,204.1,113.498
165.87,105.564,48.802
111.485,204.131,111.735
137.687,74.125,92.374
155.969,94.837,49.162
86.55,218.634,125.866
167.297,107.742,44.412
6.75,127.487,28.365
166.356,107.019,46.884
137.191,74.468,89.796
137.13,74.477,90.062
136.613,74.356,90.885
-7.183,125.545,32.249
-7.097,125.544,32.29
-7.223,125.505,32.272
-7.348,125.532,32.183
-7.201,125.543,32.242
-7.191,125.591,32.202
-7.093,125.582,32.255
159.087,99.494,54.494
6.758,126.865,28.085
166.251,107.898,46.178
158.228,99.17,54.226
6.411,126.873,28.346
157.355,98.576,53.908
6.288,126.673,28.365
57.589,197.29,106.159
57.892,197.266,106.225
57.452,197.047,106.178
59.088,196.367,106.639
58.802,195.962,106.69
58.847,195.186,107.819
58.782,195.14,107.37
57.878,197.04,106.238
57.618,197.078,106.175
58.732,196.503,106.641
58.251,195.264,106.489
59.702,195.637,106.953
133.821,73.469,92.254
58.918,196.361,106.683
57.818,197.521,106.085
6.152,126.469,28.396
58.653,196.853,106.549
5.856,126.498,28.568
5.739,126.351,28.555
132.586,73.098,92.777
132.102,72.771,93.796
155.92,99.25,43.127
166.701,111.222,41.491
157.227,100.557,51.486
156.55,99.891,49.883
5.886,125.846,28.297
6.386,124.803,27.115
161.832,107.269,48.803
166.551,112.637,39.678
127.677,70.575,96.215
157.947,103.991,49.141
44.074,224.438,113.688
43.634,225.705,112.738
44.662,224.236,114.692
164.606,111.854,43.938
157.308,70.433,77.608
155.696,103.349,45.234
155.981,104.117,45.82
157.322,70.487,76.721
165.352,115.622,38.744
81.329,230.839,89.103
81.316,229.973,88.779
155.511,105.612,44.265
163.367,115.176,41.697
6.044,61.827,97.497
163.913,118.981,29.035
154.266,109.17,40.807
153.922,110.123,40.061
160.746,121.066,37.95
161.658,122.049,25.99
162.619,123.209,33.177
162.597,123.112,33.54
161.877,122.72,35.674
83.454,201.894,108.53
83.08,202.226,108.685
-1.722,64.151,89.75
160.989,124.687,34.451
161.0,124.88,34.203
160.956,124.722,34.455
160.951,124.667,34.523
160.925,124.749,34.458
160.945,124.75,34.427
-2.017,64.25,89.68
158.75,123.718,36.702
158.978,124.626,35.93
160.487,126.787,32.458
160.191,126.732,33.058
159.463,126.273,34.234
-2.422,64.548,90.688
157.047,125.226,36.132
151.256,119.62,36.046
114.139,239.357,153.941
159.055,130.185,29.75
158.012,129.036,22.733
147.523,120.223,30.255
147.698,120.5,31.83
157.863,132.095,29.326
147.383,121.281,31.647
157.209,133.261,25.195
146.693,122.406,31.21
98.29,201.909,84.868
151.614,131.119,33.79
50.958,201.526,126.666
144.758,124.984,29.192
149.293,130.148,33.643
-12.761,121.954,30.136
-12.031,122.82,30.088
-12.103,122.783,29.956
148.781,131.4,33.259
144.047,125.92,28.069
150.199,133.227,33.083
149.439,132.716,33.131
143.571,126.616,27.817
70.035,368.455,124.125
39.321,160.582,33.022
39.139,160.426,32.889
155.918,69.578,78.642
152.251,139.817,28.381
141.795,129.556,28.035
141.673,129.94,28.238
151.14,140.356,29.106
142.441,132.285,30.318
149.477,140.347,30.288
148.309,138.903,31.347
139.431,132.804,26.871
140.052,133.37,28.621
95.329,206.536,86.834
138.834,133.675,26.844
52.869,204.364,108.758
53.134,205.429,110.089
147.899,144.985,28.342
140.254,140.045,30.514
143.422,143.28,30.929
43.816,234.453,113.515
43.882,234.743,113.755
140.062,139.937,17.777
146.369,148.353,21.652
81.793,237.935,171.86
137.108,139.187,29.086
144.115,146.872,17.059
136.249,138.445,27.99
48.433,326.206,-60.74
48.436,326.204,-60.734
48.483,326.173,-60.77
136.023,138.381,27.654
144.816,148.635,28.474
141.916,146.034,30.712
141.836,146.027,16.422
139.852,144.06,16.527
140.51,147.183,16.347
143.577,150.899,27.957
135.815,143.099,29.692
137.508,145.055,16.914
137.867,146.116,16.549
140.923,150.644,29.929
142.987,153.015,24.341
131.062,144.327,26.967
140.508,154.962,27.794
139.541,155.069,19.085
130.992,145.569,28.391
140.329,155.963,26.598
136.58,152.755,30.935
135.973,153.054,31.056
138.461,155.822,18.705
138.415,155.984,29.169
85.567,246.404,109.326
86.004,245.94,109.576
138.81,157.009,21.153
85.972,246.181,109.589
85.689,199.44,66.337
85.615,199.427,66.552
136.762,155.828,17.554
135.057,154.706,16.799
136.049,156.429,17.582
129.947,150.125,18.986
127.105,148.687,26.71
126.741,149.03,25.398
135.736,159.847,20.636
134.069,158.151,17.713
133.718,158.873,31.172
127.356,151.897,30.629
133.601,159.033,18.001
125.038,150.961,27.129
125.161,151.743,24.199
128.855,156.38,17.606
47.299,66.277,106.001
134.326,163.027,25.246
164.318,106.54,48.949
124.653,152.779,29.981
46.161,65.771,104.052
46.88,66.644,106.46
131.044,160.614,18.115
133.643,163.733,27.382
123.753,152.806,29.011
123.582,152.774,28.574
122.977,153.273,27.958
131.519,163.19,20.078
125.873,157.341,18.688
43.015,66.474,103.406
80.421,207.869,86.282
43.559,67.762,106.349
131.814,165.61,28.195
131.591,165.772,28.425
45.418,233.205,149.63
42.973,67.914,106.433
128.762,162.994,33.19
123.02,157.033,32.432
40.338,65.594,109.404
40.279,65.882,109.351
129.225,164.521,19.91
40.749,66.688,102.947
45.109,220.818,114.573
41.964,68.145,106.651
45.551,220.192,114.362
44.932,220.776,114.514
45.824,223.008,114.842
40.494,66.999,108.636
39.648,65.994,109.402
39.481,66.051,109.393
45.63,222.839,114.907
46.036,223.174,114.708
110.799,489.519,-50.754
110.831,489.52,-50.704
110.797,489.526,-50.743
114.634,493.525,-126.098
114.632,493.525,-126.081
114.57,493.535,-126.059
121.113,156.937,23.633
120.986,157.881,32.443
40.325,68.64,105.402
120.124,157.164,25.803
38.755,67.224,108.667
120.29,157.901,32.148
121.488,159.121,33.413
122.233,160.613,20.066
164.563,108.046,32.038
38.902,68.743,104.55
120.949,160.0,21.501
36.855,67.655,102.83
35.018,65.982,101.48
119.353,159.249,33.006
120.41,160.992,21.45
128.066,169.464,29.446
121.453,162.412,20.187
33.0,64.754,110.132
119.935,161.139,21.819
127.296,169.854,31.369
126.448,169.898,25.443
126.258,169.993,33.062
125.62,169.773,33.914
34.115,68.443,107.568
120.964,164.925,20.462
118.831,162.84,22.128
124.127,168.548,21.407
31.929,66.711,109.517
122.397,166.902,20.525
46.299,234.038,123.743
46.808,233.229,123.609
125.676,170.85,33.143
124.478,169.607,35.046
31.397,66.831,101.242
33.562,69.365,105.005
33.283,69.376,105.306
32.581,69.116,103.979
32.627,69.402,104.989
30.746,67.46,101.547
32.396,69.411,104.99
119.526,166.452,21.2
28.349,66.082,109.403
26.668,64.199,99.068
120.722,168.451,21.342
29.64,67.705,101.481
121.395,170.111,22.151
115.031,162.903,34.713
25.724,64.384,98.723
121.02,170.523,37.564
24.686,64.499,98.277
24.222,64.105,98.066
24.236,64.067,98.015
24.128,64.077,97.982
24.338,64.201,98.074
24.501,64.376,98.139
24.437,64.697,98.25
24.028,64.167,97.939
117.969,168.218,22.081
115.133,165.409,37.184
113.892,164.098,35.52
114.215,164.3,35.971
27.388,68.565,101.871
114.639,165.207,36.986
28.003,69.284,103.659
23.333,64.534,97.681
113.886,165.12,36.772
23.163,64.22,97.584
22.66,64.383,97.385
22.541,64.258,97.271
22.351,64.38,97.236
22.433,64.225,97.173
-5.28,70.874,91.182
21.989,64.325,97.0
113.795,165.744,37.373
22.86,65.78,97.866
114.174,166.693,24.925
22.468,65.132,97.394
22.364,65.323,97.41
121.338,175.616,35.466
-17.291,82.494,72.549
25.089,69.595,103.681
119.548,174.297,25.399
24.369,68.995,101.605
113.295,167.583,25.454
111.721,165.84,30.133
119.032,174.041,39.003
154.423,125.556,20.63
118.319,175.195,39.542
18.217,65.812,95.423
19.82,67.64,97.737
112.72,171.074,25.253
115.961,175.262,25.458
19.438,68.964,105.79
18.474,68.127,106.014
114.638,174.842,25.395
156.799,122.967,22.137
18.437,68.977,105.426
117.605,179.085,38.551
107.899,168.839,38.102
115.397,177.961,27.875
18.353,70.309,102.516
18.104,70.335,102.437
107.534,169.423,39.271
111.064,174.635,26.697
15.906,69.703,103.579
106.526,170.729,41.096
15.479,70.385,98.633
115.26,181.127,40.955
106.003,171.053,41.179
-10.952,119.408,36.514
14.251,69.798,103.027
105.972,171.202,41.591
13.204,69.566,102.969
10.69,67.059,103.071
13.464,70.537,96.727
104.83,171.981,41.611
104.646,172.124,41.663
12.645,70.252,102.006
110.871,179.173,46.76
105.513,174.452,31.835
168.928,89.64,52.001
12.441,71.247,98.728
105.339,174.271,32.198
104.23,173.191,44.129
15.66,136.398,24.58
103.866,173.685,44.87
8.829,68.377,88.922
5.355,64.586,99.992
71.948,233.804,87.749
71.435,234.253,88.149
4.416,64.929,99.335
9.291,70.842,91.773
7.987,69.626,100.817
108.411,181.287,30.788
108.256,181.396,30.9
29.968,157.757,30.856
29.148,158.08,30.619
5.903,68.934,86.144
105.278,179.23,31.593
108.276,182.681,50.354
168.86,89.391,53.867
-11.2,119.274,36.516
-11.196,119.263,36.527
101.28,176.064,47.837
4.626,68.678,84.489
6.14,71.35,87.774
109.43,185.64,48.285
100.527,176.102,45.832
101.923,177.712,35.734
101.12,177.214,50.161
4.887,70.557,98.645
101.821,177.98,51.451
101.541,178.191,36.222
5.325,71.714,97.897
103.109,180.343,60.11
98.35,178.024,58.206
98.628,178.076,58.299
105.317,183.056,58.389
4.88,72.053,97.249
99.849,177.439,49.737
32.468,158.537,16.047
108.431,187.076,49.268
106.337,184.796,59.652
42.796,230.686,113.188
100.971,179.114,58.522
99.497,178.354,58.46
100.835,178.82,58.819
100.629,178.748,58.752
89.565,187.415,50.294
91.442,180.986,54.241
99.746,178.383,58.594
106.884,186.294,36.626
36.84,172.232,22.338
106.994,186.583,58.451
90.56,182.004,53.366
90.623,182.184,53.259
94.642,178.944,56.332
106.655,186.582,57.269
1.465,70.307,81.171
107.067,187.266,57.575
100.943,179.946,54.345
100.915,180.583,55.164
2.897,72.287,96.249
102.569,182.327,63.645
0.49,69.786,96.221
99.774,179.777,54.465
106.827,188.317,56.546
104.417,185.618,56.137
98.241,179.267,52.818
106.523,188.114,56.345
104.561,185.93,56.139
104.684,186.204,56.049
104.602,186.184,56.316
83.007,201.956,77.009
2.644,73.865,92.951
106.684,189.016,56.078
104.26,185.584,56.641
97.602,179.767,53.368
101.727,182.981,58.055
101.891,182.884,58.119
0.389,72.038,95.261
0.843,72.408,95.245
-0.815,71.419,78.323
106.931,190.659,56.142
2.324,74.831,89.274
106.734,190.528,55.663
101.363,182.787,58.111
96.96,179.866,49.251
99.068,182.726,38.21
97.116,178.114,57.736
105.247,189.453,54.699
105.293,189.94,54.04
94.798,178.066,57.7
100.409,178.892,58.406
101.556,185.94,37.255
1.353,75.02,89.753
100.652,179.06,58.412
105.875,190.858,61.935
81.967,200.896,117.528
90.841,181.979,53.417
98.353,183.146,39.079
82.009,200.392,118.746
92.245,180.458,54.771
103.598,184.262,57.444
103.207,184.109,57.493
103.371,184.318,57.395
102.987,183.993,57.543
103.746,184.871,57.145
98.689,183.778,38.759
93.526,178.436,57.264
104.988,190.883,53.949
103.631,184.841,57.021
103.792,185.013,56.941
-0.714,74.3,79.201
103.935,185.068,57.061
-0.932,73.964,92.865
98.372,183.936,70.34
100.974,186.709,38.154
97.686,183.968,39.927
100.4,186.765,38.569
80.995,238.338,171.706
101.044,187.801,39.017
104.569,191.868,53.368
-1.466,74.62,91.757
-2.752,73.15,75.39
-2.799,73.356,92.444
-0.59,76.573,84.333
94.829,182.277,49.647
104.152,192.422,52.647
101.773,190.126,41.963
92.059,179.022,56.533
111.688,200.738,111.805
111.597,200.91,111.336
111.458,200.723,112.196
111.762,201.179,112.259
111.349,200.562,111.743
111.872,201.102,111.811
95.045,178.667,56.587
168.57,88.278,52.682
111.489,201.038,111.011
102.045,191.081,71.593
104.608,193.686,52.929
111.451,200.903,112.476
80.122,237.9,171.814
98.573,187.163,75.847
105.074,194.709,54.974
81.013,239.02,170.539
111.345,201.684,110.568
90.958,179.365,57.134
112.389,202.729,113.667
83.984,229.694,82.101
99.841,180.724,58.371
112.411,202.945,113.539
167.977,89.316,49.701
84.076,230.12,82.621
91.475,180.552,61.243
111.436,202.269,114.917
112.4,203.342,113.866
102.76,180.033,58.931
112.392,203.201,113.423
99.838,190.14,42.227
109.124,200.009,114.441
104.246,194.994,53.294
106.73,209.275,102.751
101.672,179.611,58.483
103.354,180.982,58.489
110.593,202.001,115.633
-3.783,75.893,73.794
90.864,180.471,59.209
80.746,239.265,169.174
91.377,181.091,54.136
102.437,193.674,51.708
110.808,202.82,110.074
90.01,180.079,56.504
102.567,193.665,51.822
98.937,189.908,79.311
110.159,202.609,109.117
106.308,198.239,111.879
80.306,239.256,170.76
-2.779,77.935,78.192
90.25,180.976,59.583
108.322,200.719,118.743
91.011,181.506,53.748
93.715,184.845,46.513
91.189,188.971,50.211
90.985,188.869,50.369
90.98,189.02,50.274
-6.513,74.212,89.307
110.012,203.285,109.007
100.084,182.007,58.159
111.995,205.209,124.015
109.444,202.43,120.499
79.327,238.14,171.964
112.592,205.981,123.563
112.371,205.711,124.754
108.647,201.808,107.444
109.597,202.665,121.858
88.959,180.526,57.014
111.962,205.484,122.837
112.252,206.052,123.007
109.129,202.337,119.288
111.785,205.229,122.675
112.996,206.578,124.082
111.421,204.88,122.161
111.286,204.805,121.974
110.833,204.528,121.499
113.06,207.054,123.957
107.587,200.844,120.422
113.203,206.847,124.385
113.273,206.951,124.523
113.211,207.086,124.187
99.108,191.45,81.139
67.596,232.564,88.47
111.203,205.008,121.806
109.032,202.717,118.084
113.377,207.663,124.348
110.642,204.507,112.008
110.341,204.212,120.925
95.055,187.426,44.053
113.663,207.849,125.349
89.433,185.347,51.115
66.824,231.367,88.529
97.052,189.604,82.945
112.027,206.278,122.717
106.989,200.892,121.004
88.616,180.656,58.138
111.766,205.69,122.485
96.924,189.607,83.187
110.544,204.869,121.082
110.002,204.428,110.879
100.334,193.72,78.898
113.722,208.388,126.456
90.201,182.479,53.05
90.185,182.599,52.971
-4.101,78.371,83.453
100.536,193.988,50.594
100.464,194.17,50.647
-6.025,76.385,87.819
99.811,193.332,48.818
90.36,182.847,52.836
98.308,192.013,45.433
115.787,211.256,122.743
115.497,211.128,122.491
108.694,203.715,124.626
114.496,209.916,124.391
114.195,209.824,124.21
-3.765,79.299,78.972
116.481,212.416,121.845
108.651,203.827,117.831
-4.014,79.367,76.542
92.607,179.899,55.187
-5.768,77.514,69.671
95.524,178.523,56.794
115.414,211.615,126.479
-8.565,75.084,87.098
99.147,194.451,50.112
-4.844,79.586,80.672
98.766,194.122,87.803
104.038,199.957,105.524
108.406,205.083,119.247
101.224,197.01,111.558
92.125,187.002,83.043
-7.107,77.306,86.305
107.884,204.863,116.988
116.635,214.517,124.498
109.311,206.518,107.069
104.398,200.987,121.134
104.153,200.94,121.051
97.943,194.016,49.076
104.227,200.972,121.098
116.14,214.242,121.436
102.67,199.359,104.569
104.066,201.035,121.142
116.006,214.518,121.627
104.545,201.621,104.535
115.208,213.689,120.721
89.558,184.907,51.36
101.235,198.088,68.491
96.868,193.048,47.511
100.184,197.021,51.789
-5.189,80.665,75.092
105.467,203.268,123.577
111.755,210.246,123.011
100.446,197.624,103.466
106.244,204.452,125.101
99.236,196.573,99.507
109.837,208.742,128.693
109.241,208.14,107.923
112.993,212.395,109.489
113.292,212.599,109.647
113.521,212.801,109.759
